Driver,DriverNumber,Team,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,Stint,SpeedI1,SpeedI2,SpeedFL,SpeedST,TrackStatus,IsPersonalBest,LapStartTime,Year,Event,Session,LapTime_sec,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,QualiSegment,IsPushLap,CircuitName,Country,TrackType,Altitude_m,DRSZones,LapSpeedClass,TrackLength_m,NumCorners,CornerDensity,AvgCornerSpacing_m
NOR,4,McLaren,0 days 00:01:09.435000,11,0 days 00:00:23.646000,0 days 00:00:24.784000,0 days 00:00:21.005000,SOFT,5,FALSE,4,288,281,320,325,1,FALSE,0 days 00:51:38.402000,2025,Dutch Grand Prix,Q,69.435,0 days 00:52:47.837000,20.6,66,1006.2,FALSE,33.9,223,4,Q2,1,,,,,,,,,,
SAI,55,Williams,,10,,0 days 00:00:30.358000,0 days 00:00:26.607000,SOFT,1,TRUE,4,280,256,323,143,1,FALSE,0 days 00:47:51.586000,2025,Dutch Grand Prix,Q,,0 days 00:52:49.017000,20.6,66,1006.2,FALSE,33.9,223,4,Q2,0,,,,,,,,,,
RUS,63,Mercedes,0 days 00:01:09.313000,11,0 days 00:00:23.738000,0 days 00:00:24.573000,0 days 00:00:21.002000,SOFT,2,TRUE,4,287,282,321,325,1,TRUE,0 days 00:51:53.817000,2025,Dutch Grand Prix,Q,69.313,0 days 00:53:03.130000,20.6,66,1006.2,FALSE,33.9,223,4,Q2,1,,,,,,,,,,
HAD,6,Racing Bulls,,10,,0 days 00:00:36.168000,0 days 00:00:23.029000,SOFT,1,TRUE,4,202,263,321,285,1,FALSE,0 days 00:48:30.122000,2025,Dutch Grand Prix,Q,,0 days 00:53:07.535000,20.6,66,1006.2,FALSE,33.9,223,4,Q2,0,,,,,,,,,,
ANT,12,Mercedes,0 days 00:01:09.493000,11,0 days 00:00:23.860000,0 days 00:00:24.599000,0 days 00:00:21.034000,SOFT,2,TRUE,4,288,282,322,326,1,TRUE,0 days 00:52:02.637000,2025,Dutch Grand Prix,Q,69.493,0 days 00:53:12.130000,20.6,66,1006.2,FALSE,33.9,223,4,Q2,1,,,,,,,,,,
ALB,23,Williams,,10,,0 days 00:00:28.922000,0 days 00:00:25.172000,SOFT,1,TRUE,4,274,259,326,257,1,FALSE,0 days 00:47:55.627000,2025,Dutch Grand Prix,Q,,0 days 00:53:13.486000,20.6,66,1006.2,FALSE,33.9,223,4,Q2,0,,,,,,,,,,
TSU,22,Red Bull Racing,0 days 00:01:09.632000,14,0 days 00:00:23.732000,0 days 00:00:24.785000,0 days 00:00:21.115000,SOFT,2,TRUE,5,292,281,322,329,1,FALSE,0 days 00:52:09.357000,2025,Dutch Grand Prix,Q,69.632,0 days 00:53:18.989000,20.6,66,1006.2,FALSE,33.9,223,4,Q2,1,,,,,,,,,,
PIA,81,McLaren,,10,,0 days 00:00:34.021000,0 days 00:00:23.187000,SOFT,4,FALSE,4,167,255,318,246,1,FALSE,0 days 00:49:00.097000,2025,Dutch Grand Prix,Q,,0 days 00:53:29.522000,20.6,67,1006.1,FALSE,34.2,206,4.7,Q2,0,,,,,,,,,,
BOR,5,Alfa Romeo,,10,,0 days 00:00:30.069000,0 days 00:00:24.956000,SOFT,1,TRUE,4,264,243,319,288,1,FALSE,0 days 00:48:20.264000,2025,Dutch Grand Prix,Q,,0 days 00:53:34.101000,20.6,67,1006.1,FALSE,34.2,206,4.7,Q2,0,,,,,,,,,,
VER,1,Red Bull Racing,0 days 00:01:09.336000,11,0 days 00:00:23.740000,0 days 00:00:24.540000,0 days 00:00:21.056000,SOFT,5,FALSE,4,291,281,322,327,1,FALSE,0 days 00:52:30.706000,2025,Dutch Grand Prix,Q,69.336,0 days 00:53:40.042000,20.6,67,1006.1,FALSE,34.2,206,4.7,Q2,1,,,,,,,,,,
GAS,10,Alpine,0 days 00:01:09.637000,14,0 days 00:00:24.138000,0 days 00:00:24.540000,0 days 00:00:20.959000,SOFT,2,TRUE,5,289,281,321,329,1,TRUE,0 days 00:52:40.007000,2025,Dutch Grand Prix,Q,69.637,0 days 00:53:49.644000,20.6,67,1006.1,FALSE,34.2,206,4.7,Q2,1,,,,,,,,,,
LEC,16,Ferrari,,16,,0 days 00:00:31.820000,0 days 00:00:31.177000,SOFT,1,TRUE,6,272,258,,279,1,FALSE,0 days 00:49:04.735000,2025,Dutch Grand Prix,Q,,0 days 00:53:54.338000,20.6,67,1006.1,FALSE,34.2,206,4.7,Q2,0,,,,,,,,,,
SAI,55,Williams,0 days 00:01:09.472000,11,0 days 00:00:23.693000,0 days 00:00:24.739000,0 days 00:00:21.040000,SOFT,2,TRUE,4,292,283,321,332,1,TRUE,0 days 00:52:49.017000,2025,Dutch Grand Prix,Q,69.472,0 days 00:53:58.489000,20.6,67,1006.1,FALSE,34.2,206,4.7,Q2,1,,,,,,,,,,
LAW,30,Racing Bulls,,10,,0 days 00:00:36.230000,0 days 00:00:24.252000,SOFT,1,TRUE,4,203,263,320,300,1,FALSE,0 days 00:47:29.720000,2025,Dutch Grand Prix,Q,,0 days 00:54:04.235000,20.6,67,1006.1,FALSE,34.2,206,4.7,Q2,0,,,,,,,,,,
ALO,14,Aston Martin,,9,,0 days 00:00:35.787000,0 days 00:00:26.334000,SOFT,1,TRUE,4,215,255,320,248,1,FALSE,0 days 00:48:49.570000,2025,Dutch Grand Prix,Q,,0 days 00:54:10.952000,20.6,67,1006.1,FALSE,34.2,206,4.7,Q2,0,,,,,,,,,,
HAD,6,Racing Bulls,0 days 00:01:09.439000,11,0 days 00:00:23.749000,0 days 00:00:24.701000,0 days 00:00:20.989000,SOFT,2,TRUE,4,288,281,320,329,1,TRUE,0 days 00:53:07.535000,2025,Dutch Grand Prix,Q,69.439,0 days 00:54:16.974000,20.6,67,1006.1,FALSE,34.2,206,4.7,Q2,1,,,,,,,,,,
ALB,23,Williams,0 days 00:01:09.938000,11,0 days 00:00:23.892000,0 days 00:00:25.006000,0 days 00:00:21.040000,SOFT,2,TRUE,4,293,283,322,334,1,FALSE,0 days 00:53:13.486000,2025,Dutch Grand Prix,Q,69.938,0 days 00:54:23.424000,20.6,67,1006.1,FALSE,34.2,206,4.7,Q2,1,,,,,,,,,,
HAM,44,Ferrari,,15,,0 days 00:00:33.152000,0 days 00:00:36.191000,SOFT,1,TRUE,6,227,207,,220,1,FALSE,0 days 00:49:36.877000,2025,Dutch Grand Prix,Q,,0 days 00:54:27.288000,20.6,67,1006.1,FALSE,34.2,216,4.5,Q2,0,,,,,,,,,,
NOR,4,McLaren,0 days 00:01:40.726000,12,0 days 00:00:31.777000,0 days 00:00:31.875000,0 days 00:00:37.074000,SOFT,6,FALSE,4,220,192,,146,1,FALSE,0 days 00:52:47.837000,2025,Dutch Grand Prix,Q,100.726,0 days 00:54:28.563000,20.6,67,1006.1,FALSE,34.2,216,4.5,Q2,0,,,,,,,,,,
PIA,81,McLaren,0 days 00:01:09.498000,11,0 days 00:00:23.646000,0 days 00:00:24.722000,0 days 00:00:21.130000,SOFT,5,FALSE,4,289,282,319,327,1,FALSE,0 days 00:53:29.522000,2025,Dutch Grand Prix,Q,69.498,0 days 00:54:39.020000,20.6,67,1006.1,FALSE,34.2,216,4.5,Q2,1,,,,,,,,,,
RUS,63,Mercedes,0 days 00:01:38.749000,12,0 days 00:00:36.053000,0 days 00:00:33.626000,0 days 00:00:29.070000,SOFT,3,TRUE,4,243,237,,224,1,FALSE,0 days 00:53:03.130000,2025,Dutch Grand Prix,Q,98.749,0 days 00:54:41.879000,20.6,67,1006.1,FALSE,34.2,216,4.5,Q2,0,,,,,,,,,,
BOR,5,Alfa Romeo,0 days 00:01:09.622000,11,0 days 00:00:23.811000,0 days 00:00:24.893000,0 days 00:00:20.918000,SOFT,2,TRUE,4,290,282,320,329,1,TRUE,0 days 00:53:34.101000,2025,Dutch Grand Prix,Q,69.622,0 days 00:54:43.723000,20.6,67,1006.1,FALSE,34.2,216,4.5,Q2,1,,,,,,,,,,
ANT,12,Mercedes,0 days 00:01:41.386000,12,0 days 00:00:32.718000,0 days 00:00:36.532000,0 days 00:00:32.136000,SOFT,3,TRUE,4,246,109,,145,1,FALSE,0 days 00:53:12.130000,2025,Dutch Grand Prix,Q,101.386,0 days 00:54:53.516000,20.6,67,1006.1,FALSE,34.2,216,4.5,Q2,0,,,,,,,,,,
TSU,22,Red Bull Racing,0 days 00:01:38.137000,15,0 days 00:00:31.983000,0 days 00:00:34.309000,0 days 00:00:31.845000,SOFT,3,TRUE,5,148,235,,204,1,FALSE,0 days 00:53:18.989000,2025,Dutch Grand Prix,Q,98.137,0 days 00:54:57.126000,20.6,67,1006.1,FALSE,34.2,216,4.5,Q2,0,,,,,,,,,,
LAW,30,Racing Bulls,0 days 00:01:09.383000,11,0 days 00:00:23.740000,0 days 00:00:24.508000,0 days 00:00:21.135000,SOFT,2,TRUE,4,290,281,319,329,1,TRUE,0 days 00:54:04.235000,2025,Dutch Grand Prix,Q,69.383,0 days 00:55:13.618000,20.6,67,1006.1,FALSE,34.2,216,4.5,Q2,1,,,,,,,,,,
VER,1,Red Bull Racing,0 days 00:01:37.067000,12,0 days 00:00:33.457000,0 days 00:00:34.168000,0 days 00:00:29.442000,SOFT,6,FALSE,4,192,231,,235,1,FALSE,0 days 00:53:40.042000,2025,Dutch Grand Prix,Q,97.067,0 days 00:55:17.109000,20.6,67,1006.1,FALSE,34.2,216,4.5,Q2,0,,,,,,,,,,
ALO,14,Aston Martin,0 days 00:01:09.366000,10,0 days 00:00:23.823000,0 days 00:00:24.514000,0 days 00:00:21.029000,SOFT,2,TRUE,4,293,282,321,331,1,TRUE,0 days 00:54:10.952000,2025,Dutch Grand Prix,Q,69.366,0 days 00:55:20.318000,20.6,67,1006.1,FALSE,34.2,216,4.5,Q2,1,,,,,,,,,,
GAS,10,Alpine,0 days 00:01:45.773000,15,0 days 00:00:32.323000,0 days 00:00:41.618000,0 days 00:00:31.832000,SOFT,3,TRUE,5,228,250,,276,1,FALSE,0 days 00:53:49.644000,2025,Dutch Grand Prix,Q,105.773,0 days 00:55:35.417000,20.7,66,1006.1,FALSE,34.2,211,4.8,Q2,0,,,,,,,,,,
SAI,55,Williams,0 days 00:01:37.924000,12,0 days 00:00:33.962000,0 days 00:00:33.548000,0 days 00:00:30.414000,SOFT,3,TRUE,4,259,222,,246,1,FALSE,0 days 00:53:58.489000,2025,Dutch Grand Prix,Q,97.924,0 days 00:55:36.413000,20.7,66,1006.1,FALSE,34.2,211,4.8,Q2,0,,,,,,,,,,
HAD,6,Racing Bulls,0 days 00:01:36.592000,12,0 days 00:00:32.439000,0 days 00:00:33.468000,0 days 00:00:30.685000,SOFT,3,TRUE,4,220,193,,292,1,FALSE,0 days 00:54:16.974000,2025,Dutch Grand Prix,Q,96.592,0 days 00:55:53.566000,20.7,66,1006.1,FALSE,34.2,211,4.8,Q2,0,,,,,,,,,,
ALB,23,Williams,0 days 00:01:35.937000,12,0 days 00:00:35.795000,0 days 00:00:30.708000,0 days 00:00:29.434000,SOFT,3,TRUE,4,169,172,,304,1,FALSE,0 days 00:54:23.424000,2025,Dutch Grand Prix,Q,95.937,0 days 00:55:59.361000,20.7,66,1006.1,FALSE,34.2,211,4.8,Q2,0,,,,,,,,,,
PIA,81,McLaren,0 days 00:01:35.113000,12,0 days 00:00:31.477000,0 days 00:00:32.096000,0 days 00:00:31.540000,SOFT,6,FALSE,4,213,207,,239,1,FALSE,0 days 00:54:39.020000,2025,Dutch Grand Prix,Q,95.113,0 days 00:56:14.133000,20.7,66,1006.1,FALSE,34.2,211,4.8,Q2,0,,,,,,,,,,
BOR,5,Alfa Romeo,0 days 00:01:39.702000,12,0 days 00:00:33.089000,0 days 00:00:35.380000,0 days 00:00:31.233000,SOFT,3,TRUE,4,219,240,,247,1,FALSE,0 days 00:54:43.723000,2025,Dutch Grand Prix,Q,99.702,0 days 00:56:23.425000,20.7,66,1006.1,FALSE,34.2,211,4.8,Q2,0,,,,,,,,,,
LAW,30,Racing Bulls,0 days 00:01:38.175000,12,0 days 00:00:31.761000,0 days 00:00:31.005000,0 days 00:00:35.409000,SOFT,3,TRUE,4,229,186,,273,1,FALSE,0 days 00:55:13.618000,2025,Dutch Grand Prix,Q,98.175,0 days 00:56:51.793000,20.7,66,1006.1,FALSE,34.2,200,4.5,Q2,0,,,,,,,,,,
ALO,14,Aston Martin,0 days 00:01:41.239000,11,0 days 00:00:32.179000,0 days 00:00:34.109000,0 days 00:00:34.951000,SOFT,3,TRUE,4,231,177,,234,1,FALSE,0 days 00:55:20.318000,2025,Dutch Grand Prix,Q,101.239,0 days 00:57:01.557000,20.7,66,1006.1,FALSE,34.2,200,4.5,Q2,0,,,,,,,,,,
PIA,81,McLaren,,13,,0 days 00:00:30.738000,0 days 00:00:22.923000,SOFT,1,TRUE,5,277,267,316,239,1,FALSE,0 days 00:56:14.133000,2025,Dutch Grand Prix,Q,,0 days 01:03:50.836000,20.5,66,1006.1,FALSE,34.2,197,3.6,Q3,0,,,,,,,,,,
NOR,4,McLaren,,13,,0 days 00:00:30.277000,0 days 00:00:22.489000,SOFT,1,TRUE,5,271,255,318,146,1,FALSE,0 days 00:54:28.563000,2025,Dutch Grand Prix,Q,,0 days 01:04:02.367000,20.5,66,1006.1,FALSE,34.2,197,3.6,Q3,0,,,,,,,,,,
RUS,63,Mercedes,,13,,0 days 00:00:36.914000,0 days 00:00:22.991000,SOFT,1,TRUE,5,211,248,317,224,1,FALSE,0 days 00:54:41.879000,2025,Dutch Grand Prix,Q,,0 days 01:04:24.647000,20.5,66,1006.1,FALSE,34.2,197,3.6,Q3,0,,,,,,,,,,
SAI,55,Williams,,13,,0 days 00:00:35.003000,0 days 00:00:25.164000,SOFT,4,FALSE,5,274,248,318,246,1,FALSE,0 days 00:55:36.413000,2025,Dutch Grand Prix,Q,,0 days 01:04:33.991000,20.5,66,1006.1,FALSE,34.2,203,3.9,Q3,0,,,,,,,,,,
ALO,14,Aston Martin,,12,,0 days 00:00:32.512000,0 days 00:00:26.253000,SOFT,4,FALSE,5,247,257,318,234,1,FALSE,0 days 00:57:01.557000,2025,Dutch Grand Prix,Q,,0 days 01:04:42.431000,20.5,66,1006.1,FALSE,34.2,203,3.9,Q3,0,,,,,,,,,,
HAD,6,Racing Bulls,,13,,0 days 00:00:33.221000,0 days 00:00:22.723000,SOFT,4,FALSE,5,206,263,318,292,1,FALSE,0 days 00:55:53.566000,2025,Dutch Grand Prix,Q,,0 days 01:04:56.987000,20.5,66,1006.1,FALSE,34.2,203,3.9,Q3,0,,,,,,,,,,
PIA,81,McLaren,0 days 00:01:08.662000,14,0 days 00:00:23.367000,0 days 00:00:24.476000,0 days 00:00:20.819000,SOFT,2,TRUE,5,289,282,322,325,1,TRUE,0 days 01:03:50.836000,2025,Dutch Grand Prix,Q,68.662,0 days 01:04:59.498000,20.5,66,1006.1,FALSE,34.2,203,3.9,Q3,1,,,,,,,,,,
LEC,16,Ferrari,,17,,0 days 00:00:31.106000,0 days 00:00:23.486000,SOFT,2,FALSE,7,123,228,317,279,1,FALSE,0 days 00:53:54.338000,2025,Dutch Grand Prix,Q,,0 days 01:05:07.768000,20.5,66,1006.1,FALSE,34.2,203,3.9,Q3,0,,,,,,,,,,
NOR,4,McLaren,0 days 00:01:08.674000,14,0 days 00:00:23.386000,0 days 00:00:24.394000,0 days 00:00:20.894000,SOFT,2,TRUE,5,290,283,322,326,1,TRUE,0 days 01:04:02.367000,2025,Dutch Grand Prix,Q,68.674,0 days 01:05:11.041000,20.5,66,1006.1,FALSE,34.2,203,3.9,Q3,1,,,,,,,,,,
HAM,44,Ferrari,,16,,0 days 00:00:32.413000,0 days 00:00:22.788000,SOFT,2,FALSE,7,180,261,317,220,1,FALSE,0 days 00:54:27.288000,2025,Dutch Grand Prix,Q,,0 days 01:05:18.702000,20.5,66,1006.1,FALSE,34.2,203,3.9,Q3,0,,,,,,,,,,
RUS,63,Mercedes,0 days 00:01:09.255000,14,0 days 00:00:23.691000,0 days 00:00:24.542000,0 days 00:00:21.022000,SOFT,2,TRUE,5,286,282,317,326,1,TRUE,0 days 01:04:24.647000,2025,Dutch Grand Prix,Q,69.255,0 days 01:05:33.902000,20.5,66,1006.1,FALSE,34.3,201,3.8,Q3,1,,,,,,,,,,
LAW,30,Racing Bulls,,13,,0 days 00:00:33.933000,0 days 00:00:26.799000,SOFT,4,FALSE,5,208,256,322,273,1,FALSE,0 days 00:56:51.793000,2025,Dutch Grand Prix,Q,,0 days 01:05:35.763000,20.5,66,1006.1,FALSE,34.3,201,3.8,Q3,0,,,,,,,,,,
SAI,55,Williams,0 days 00:01:09.940000,14,0 days 00:00:23.898000,0 days 00:00:24.917000,0 days 00:00:21.125000,SOFT,5,FALSE,5,289,282,321,327,1,TRUE,0 days 01:04:33.991000,2025,Dutch Grand Prix,Q,69.94,0 days 01:05:43.931000,20.5,66,1006.1,FALSE,34.3,201,3.8,Q3,1,,,,,,,,,,
ALO,14,Aston Martin,0 days 00:01:09.938000,13,0 days 00:00:23.929000,0 days 00:00:24.806000,0 days 00:00:21.203000,SOFT,5,FALSE,5,290,282,319,328,1,TRUE,0 days 01:04:42.431000,2025,Dutch Grand Prix,Q,69.938,0 days 01:05:52.369000,20.5,66,1006.1,FALSE,34.3,201,3.8,Q3,1,,,,,,,,,,
HAD,6,Racing Bulls,0 days 00:01:09.723000,14,0 days 00:00:23.813000,0 days 00:00:24.785000,0 days 00:00:21.125000,SOFT,5,FALSE,5,289,280,319,327,1,TRUE,0 days 01:04:56.987000,2025,Dutch Grand Prix,Q,69.723,0 days 01:06:06.710000,20.5,66,1006.1,FALSE,34.3,201,3.8,Q3,1,,,,,,,,,,
VER,1,Red Bull Racing,,13,,0 days 00:00:33.271000,0 days 00:00:22.473000,SOFT,1,TRUE,5,181,258,321,235,1,FALSE,0 days 00:55:17.109000,2025,Dutch Grand Prix,Q,,0 days 01:06:11.763000,20.5,66,1006.1,FALSE,34.3,201,3.8,Q3,0,,,,,,,,,,
LEC,16,Ferrari,0 days 00:01:09.536000,18,0 days 00:00:23.888000,0 days 00:00:24.611000,0 days 00:00:21.037000,SOFT,3,FALSE,7,286,281,320,326,1,TRUE,0 days 01:05:07.768000,2025,Dutch Grand Prix,Q,69.536,0 days 01:06:17.304000,20.5,66,1006.1,FALSE,34.3,201,3.8,Q3,1,,,,,,,,,,
HAM,44,Ferrari,0 days 00:01:09.526000,17,0 days 00:00:23.843000,0 days 00:00:24.665000,0 days 00:00:21.018000,SOFT,3,FALSE,7,288,280,319,327,1,TRUE,0 days 01:05:18.702000,2025,Dutch Grand Prix,Q,69.526,0 days 01:06:28.228000,20.5,65,1006.1,FALSE,34.3,209,3.9,Q3,1,,,,,,,,,,
PIA,81,McLaren,0 days 00:01:37.263000,15,0 days 00:00:34.461000,0 days 00:00:29.674000,0 days 00:00:33.128000,SOFT,3,TRUE,5,241,238,,234,1,FALSE,0 days 01:04:59.498000,2025,Dutch Grand Prix,Q,97.263,0 days 01:06:36.761000,20.5,65,1006.1,FALSE,34.3,209,3.9,Q3,0,,,,,,,,,,
NOR,4,McLaren,0 days 00:01:33.623000,15,0 days 00:00:33.129000,0 days 00:00:30.832000,0 days 00:00:29.662000,SOFT,3,TRUE,5,172,196,,258,1,FALSE,0 days 01:05:11.041000,2025,Dutch Grand Prix,Q,93.623,0 days 01:06:44.664000,20.5,65,1006.1,FALSE,34.3,209,3.9,Q3,0,,,,,,,,,,
LAW,30,Racing Bulls,0 days 00:01:10.331000,14,0 days 00:00:23.955000,0 days 00:00:25.074000,0 days 00:00:21.302000,SOFT,5,FALSE,5,289,280,319,328,1,TRUE,0 days 01:05:35.763000,2025,Dutch Grand Prix,Q,70.331,0 days 01:06:46.094000,20.5,65,1006.1,FALSE,34.3,209,3.9,Q3,1,,,,,,,,,,
RUS,63,Mercedes,0 days 00:01:34.642000,15,0 days 00:00:35.301000,0 days 00:00:31.896000,0 days 00:00:27.445000,SOFT,3,TRUE,5,238,238,,163,1,FALSE,0 days 01:05:33.902000,2025,Dutch Grand Prix,Q,94.642,0 days 01:07:08.544000,20.5,65,1006.1,FALSE,34.3,209,3.9,Q3,0,,,,,,,,,,
SAI,55,Williams,0 days 00:01:32.525000,15,0 days 00:00:29.498000,0 days 00:00:31.893000,0 days 00:00:31.134000,SOFT,6,FALSE,5,239,221,,242,1,FALSE,0 days 01:05:43.931000,2025,Dutch Grand Prix,Q,92.525,0 days 01:07:16.456000,20.5,65,1006.1,FALSE,34.3,209,3.9,Q3,0,,,,,,,,,,
VER,1,Red Bull Racing,0 days 00:01:09.048000,14,0 days 00:00:23.620000,0 days 00:00:24.423000,0 days 00:00:21.005000,SOFT,2,TRUE,5,291,281,321,330,1,TRUE,0 days 01:06:11.763000,2025,Dutch Grand Prix,Q,69.048,0 days 01:07:20.811000,20.5,65,1006.1,FALSE,34.3,209,3.9,Q3,1,,,,,,,,,,
ALO,14,Aston Martin,0 days 00:01:31.471000,14,0 days 00:00:28.917000,0 days 00:00:30.326000,0 days 00:00:32.228000,SOFT,6,FALSE,5,237,189,,219,1,FALSE,0 days 01:05:52.369000,2025,Dutch Grand Prix,Q,91.471,0 days 01:07:23.840000,20.5,65,1006.1,FALSE,34.3,209,3.9,Q3,0,,,,,,,,,,
HAD,6,Racing Bulls,0 days 00:01:33.960000,15,0 days 00:00:32.988000,0 days 00:00:30.691000,0 days 00:00:30.281000,SOFT,6,FALSE,5,264,231,,286,1,FALSE,0 days 01:06:06.710000,2025,Dutch Grand Prix,Q,93.96,0 days 01:07:40.670000,20.6,66,1006.1,FALSE,34.4,219,5,Q3,0,,,,,,,,,,
LEC,16,Ferrari,0 days 00:01:28.857000,19,0 days 00:00:28.502000,0 days 00:00:29.600000,0 days 00:00:30.755000,SOFT,4,FALSE,7,262,243,,265,1,FALSE,0 days 01:06:17.304000,2025,Dutch Grand Prix,Q,88.857,0 days 01:07:46.161000,20.6,66,1006.1,FALSE,34.4,219,5,Q3,0,,,,,,,,,,
HAM,44,Ferrari,0 days 00:01:38.979000,18,0 days 00:00:33.517000,0 days 00:00:33.228000,0 days 00:00:32.234000,SOFT,4,FALSE,7,190,215,,228,1,FALSE,0 days 01:06:28.228000,2025,Dutch Grand Prix,Q,98.979,0 days 01:08:07.207000,20.6,66,1006.1,FALSE,34.4,219,5,Q3,0,,,,,,,,,,
LAW,30,Racing Bulls,0 days 00:01:33.535000,15,0 days 00:00:30.174000,0 days 00:00:31.141000,0 days 00:00:32.220000,SOFT,6,FALSE,5,215,198,,265,1,FALSE,0 days 01:06:46.094000,2025,Dutch Grand Prix,Q,93.535,0 days 01:08:19.629000,20.6,66,1006.1,FALSE,34.4,219,5,Q3,0,,,,,,,,,,
VER,1,Red Bull Racing,0 days 00:01:22.084000,15,0 days 00:00:27.524000,0 days 00:00:27.968000,0 days 00:00:26.592000,SOFT,3,TRUE,5,262,244,,249,1,FALSE,0 days 01:07:20.811000,2025,Dutch Grand Prix,Q,82.084,0 days 01:08:42.895000,20.7,65,1006.1,FALSE,34.5,195,4,Q3,0,,,,,,,,,,
NOR,4,McLaren,,16,,0 days 00:00:30.738000,0 days 00:00:22.312000,SOFT,1,TRUE,6,277,256,317,258,1,FALSE,0 days 01:06:44.664000,2025,Dutch Grand Prix,Q,,0 days 01:12:16.908000,20.6,64,1006.1,FALSE,34.4,208,3.5,Q3,0,,,,,,,,,,
PIA,81,McLaren,,16,,0 days 00:00:30.600000,0 days 00:00:22.791000,SOFT,1,TRUE,6,281,266,318,234,1,FALSE,0 days 01:06:36.761000,2025,Dutch Grand Prix,Q,,0 days 01:12:29.846000,20.7,63,1006.1,FALSE,34.4,191,4.3,Q3,0,,,,,,,,,,
SAI,55,Williams,,16,,0 days 00:00:30.483000,0 days 00:00:24.273000,SOFT,1,TRUE,6,282,253,319,242,1,FALSE,0 days 01:07:16.456000,2025,Dutch Grand Prix,Q,,0 days 01:12:42.017000,20.7,63,1006.1,FALSE,34.4,191,4.3,Q3,0,,,,,,,,,,
LEC,16,Ferrari,,20,,0 days 00:00:31.905000,0 days 00:00:22.985000,SOFT,1,TRUE,8,207,246,316,265,1,FALSE,0 days 01:07:46.161000,2025,Dutch Grand Prix,Q,,0 days 01:12:58.735000,20.7,63,1006.1,FALSE,34.4,191,4.3,Q3,0,,,,,,,,,,
HAM,44,Ferrari,,19,,0 days 00:00:32.589000,0 days 00:00:23.481000,SOFT,1,TRUE,8,219,255,315,228,1,FALSE,0 days 01:08:07.207000,2025,Dutch Grand Prix,Q,,0 days 01:13:12.369000,20.7,63,1006.1,FALSE,34.4,191,4.3,Q3,0,,,,,,,,,,
NOR,4,McLaren,0 days 00:01:08.750000,17,0 days 00:00:23.439000,0 days 00:00:24.383000,0 days 00:00:20.928000,SOFT,2,TRUE,6,289,281,318,325,1,FALSE,0 days 01:12:16.908000,2025,Dutch Grand Prix,Q,68.75,0 days 01:13:25.658000,20.7,63,1006.1,FALSE,34.4,191,4.3,Q3,1,,,,,,,,,,
LAW,30,Racing Bulls,,16,,0 days 00:00:36.899000,0 days 00:00:24.016000,SOFT,1,TRUE,6,205,253,319,265,1,FALSE,0 days 01:08:19.629000,2025,Dutch Grand Prix,Q,,0 days 01:13:31.981000,20.6,64,1006,FALSE,34.2,207,4,Q3,0,,,,,,,,,,
PIA,81,McLaren,0 days 00:01:08.754000,17,0 days 00:00:23.358000,0 days 00:00:24.431000,0 days 00:00:20.965000,SOFT,2,TRUE,6,290,280,319,326,1,FALSE,0 days 01:12:29.846000,2025,Dutch Grand Prix,Q,68.754,0 days 01:13:38.600000,20.6,64,1006,FALSE,34.2,207,4,Q3,1,,,,,,,,,,
ALO,14,Aston Martin,,15,,0 days 00:00:36.117000,0 days 00:00:24.919000,SOFT,1,TRUE,6,233,249,320,219,1,FALSE,0 days 01:07:23.840000,2025,Dutch Grand Prix,Q,,0 days 01:13:43.569000,20.6,64,1006,FALSE,34.2,207,4,Q3,0,,,,,,,,,,
RUS,63,Mercedes,,16,,0 days 00:00:34.061000,0 days 00:00:22.927000,SOFT,1,TRUE,6,165,257,319,163,1,FALSE,0 days 01:07:08.544000,2025,Dutch Grand Prix,Q,,0 days 01:13:49.546000,20.6,64,1006,FALSE,34.2,207,4,Q3,0,,,,,,,,,,
SAI,55,Williams,0 days 00:01:09.505000,17,0 days 00:00:23.727000,0 days 00:00:24.733000,0 days 00:00:21.045000,SOFT,2,TRUE,6,291,283,324,328,1,TRUE,0 days 01:12:42.017000,2025,Dutch Grand Prix,Q,69.505,0 days 01:13:51.522000,20.6,64,1006,FALSE,34.2,207,4,Q3,1,,,,,,,,,,
HAD,6,Racing Bulls,,16,,0 days 00:00:35.583000,0 days 00:00:23.057000,SOFT,1,TRUE,6,215,259,319,286,1,FALSE,0 days 01:07:40.670000,2025,Dutch Grand Prix,Q,,0 days 01:14:00.959000,20.6,64,1006,FALSE,34.2,207,4,Q3,0,,,,,,,,,,
LEC,16,Ferrari,0 days 00:01:09.340000,21,0 days 00:00:23.774000,0 days 00:00:24.625000,0 days 00:00:20.941000,SOFT,2,TRUE,8,288,278,320,325,1,TRUE,0 days 01:12:58.735000,2025,Dutch Grand Prix,Q,69.34,0 days 01:14:08.075000,20.6,64,1006,FALSE,34.2,207,4,Q3,1,,,,,,,,,,
VER,1,Red Bull Racing,,16,,0 days 00:00:33.437000,0 days 00:00:22.214000,SOFT,1,TRUE,6,204,224,323,249,1,FALSE,0 days 01:08:42.895000,2025,Dutch Grand Prix,Q,,0 days 01:14:09.694000,20.6,64,1006,FALSE,34.2,207,4,Q3,0,,,,,,,,,,
